Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.1426990295157713,0.0005128979682922363,51.69626345973782,660.1751228932584,0.001210629940032959,62.31675249687888,98.318020443196,0.0005752146244049072,54.387162531210976,24.748963392926807,0.008085250854492188,196.29844530274653,174.33587654104244,0.00867915153503418,65.01304034019972,102.22750126794631,0.035596221685409546,211.68997249531833,251.97524090980025,0.06274077296257019,25.12527797284642,-7.371977807281913,0.035658419132232666,58.19105024968789,-9.36575405011314,0.11962494254112244,48.877301810237185,-4.866214518838756,0.7645267248153687,147.32314099563047,187.55926429853307,0.8017808198928833,140.11264727684141,186.762396613608,0.150346040725708,119.42956558208488,245.95115480649187,0.17199113965034485,182.4620055009363,217.18413506554305,0.05271875858306885,156.634475460362,180.19216701779024,0.07043680548667908,156.50607151217224,320.16227274500625,0.08895540237426758,148.0087341994382,190.6363749414794,0.05244430899620056,136.10184047284645,200.50432564762795
1,0.15132057491470785,0.0005373060703277588,52.84804638732834,660.1889240012484,0.00035253167152404785,182.03916978776527,365.0474260689763,0.0009450316429138184,215.83357229244695,239.92736130617976,0.0052652060985565186,214.527392517166,126.32924664481897,0.00854220986366272,47.337064021535554,72.8161819210362,0.046009063720703125,210.57554521691634,252.81306082240948,0.05941691994667053,21.828324945380757,-10.995135170392478,0.04353418946266174,200.18823638420724,27.527559544709735,0.08809682726860046,115.03271789169787,148.20457582318974,0.8055747747421265,147.52201349875156,187.34678575608612,0.7776023149490356,138.84743192103616,185.32154630930086,0.181876540184021,149.80724289950058,196.73334357443818,0.23101305961608887,185.73030781835206,215.06303156210984,0.04303279519081116,40.98365324594255,-9.457728163282225,0.12420687079429626,157.54395872347067,325.46940835674155,0.0925925076007843,150.70870396379524,189.47114446785267,0.06385162472724915,136.39246839887636,198.55616270677277
2,0.14512583262780132,0.0008402168750762939,205.51224543539325,200.5964102489076,0.00044974684715270996,63.152255969101105,100.45241909527152,0.0009165108203887939,215.2139610642946,241.94412745786516,0.0044987499713897705,187.5400329666042,201.0997483614232,0.017385482788085938,191.3815445536829,200.50615441635455,0.029414892196655273,167.03836512952557,207.12015254369535,0.043854862451553345,22.327420314450677,-9.082674367002184,0.017951995134353638,56.89596500468164,-10.765148453349328,0.19533070921897888,181.574711298377,22.129467072409486,0.7287052273750305,145.63884499843942,188.26963122269038,0.8392777442932129,140.32566225811485,187.31831792290885,0.20300424098968506,123.41323345817727,244.52915301186016,0.10245710611343384,182.0798659878277,180.11333489388264,0.052512675523757935,153.51876560549312,180.91812724328963,0.1448269784450531,161.06087605337075,321.0292066557428,0.0416795015335083,150.39598451154802,192.63390244616104,0.044032514095306396,136.79923533083644,199.90963444132333
3,0.16573143180678873,0.0011664927005767822,23.5749331889825,36.69734121410736,0.0005898177623748779,30.81226104088637,658.7288838171036,0.0004615187644958496,218.0670109628589,244.2276012406367,0.0029064416885375977,232.53735077247188,127.85948716448189,0.016927093267440796,206.97708918539325,202.7917008036829,0.027065932750701904,160.3986667056804,204.90804950842696,0.02479243278503418,21.944902855805225,-12.998726567376716,0.0822409987449646,117.8949116338951,151.21482668149187,0.16229486465454102,116.66290671816478,153.83670802122347,0.8238451480865479,138.9523544787765,187.27582952949436,0.8275047540664673,140.4629418305243,185.39623322409486,0.28942251205444336,152.71435120162295,192.06844715589887,0.223663330078125,179.5088609940699,202.75350392088015,0.027414947748184204,163.47597241729085,325.4500234082397,0.20680275559425354,135.81767419631706,347.3879086688514,0.06136298179626465,157.64139552122344,186.81121254681648,0.038972318172454834,132.89469218164794,200.1512025983146
4,0.15979522466659546,0.0017219781875610352,205.21205914481897,259.7888869382022,0.0007643401622772217,216.060022627965,124.17385982365792,0.0003834664821624756,29.03328359082397,658.6097456304619,0.0035649538040161133,212.3533034878277,140.1364017634207,0.01338416337966919,206.8144506866417,202.43020199360174,0.047573357820510864,169.61644136235952,210.53065991729088,0.06585884094238281,190.13839634051186,208.1636235955056,0.14636635780334473,119.59339887640448,152.11158171426342,0.12314873933792114,116.76422050561797,155.77336191089262,0.8168463706970215,142.83909761235952,185.19550756866417,0.8104021549224854,140.7278450764669,186.11737769194755,0.24197503924369812,155.21308325530583,190.80669426888264,0.1532585322856903,178.54378316167288,184.29774061719723,0.05064496397972107,154.00770521223467,181.2231536750936,0.09437626600265503,135.96000117041194,346.25109726123594,0.08387908339500427,159.76032888576776,25.061362810646845,0.06237021088600159,134.44231819600498,199.29304677746566
5,0.1462369210579816,0.0010958313941955566,214.6625994850187,237.99406015917603,0.0016650855541229248,147.82841760299624,343.8184691011236,0.0011303722858428955,215.982994889201,240.7538184691011,0.0058450400829315186,197.1946395131086,112.74818829978152,0.022099584341049194,193.8497239778402,199.16575228230337,0.046093881130218506,144.24846871098623,17.23060103093789,0.03696611523628235,190.7539598938826,210.73662804307114,0.11857077479362488,179.7018570536829,27.751544090394816,0.0710347592830658,57.74378218632958,-6.66479141673494,0.7681852579116821,144.77188670411982,188.79164715980025,0.6872733235359192,139.5713805009363,187.24321648720348,0.28787559270858765,155.0853620474407,200.0925113139825,0.10255268216133118,174.45663135923843,196.06658668851435,0.013547629117965698,163.24869303995007,182.5882319951623,0.048574090003967285,154.08529377340824,324.1294573189763,0.08955764770507812,151.79189587234703,191.7909254057428,0.1839599907398224,146.71264922752806,193.58737369303995
6,0.15070735181079192,0.001804262399673462,205.38459737827714,259.5748234628589,0.0021839141845703125,147.87428312265916,341.8042388420724,0.0007629692554473877,216.22136879681648,242.3077110642946,0.0011810660362243652,220.82618406679148,122.70203017712234,0.008661925792694092,193.90909800249688,199.56591126326467,0.02424106001853943,173.53132315074902,217.97572370474407,0.053410887718200684,195.94997951779027,215.7527455914482,0.05706152319908142,247.00561797752806,63.75966199477216,0.0932130217552185,53.80588229556804,-8.039633837829665,0.7653374075889587,149.32486247659176,187.36701193820224,0.776491641998291,140.01789267322096,182.68905811095505,0.4273667335510254,152.43959698813978,196.07659614934457,0.16589635610580444,179.37533649344567,181.80794514669162,0.014648348093032837,139.63048630617976,323.2540379213483,0.04040217399597168,155.48459445224717,321.85907752028714,0.06750014424324036,160.55750136548062,194.97132490636702,0.0618615448474884,132.6524900514981,201.12283961454432
7,0.12554032837643342,0.0017258822917938232,151.91098529182273,341.27894331304617,0.0044345855712890625,146.6980678448814,342.5687129369538,0.0005904138088226318,155.15363607990008,229.0617197253433,0.002728790044784546,211.52640742041194,127.17430848158551,0.00384637713432312,195.46574594257174,199.37072068117976,0.04601699113845825,156.98350206772784,20.30243567610799,0.03169834613800049,19.873358984862648,-7.902456371674079,0.03297927975654602,190.12881359238452,33.12939514083958,0.08545169234275818,59.290798611111086,-1.4751793412531211,0.669909656047821,146.19671699438203,187.13681872269038,0.6990926265716553,139.407912960362,183.11579519740948,0.27916476130485535,155.16331636235952,191.6603757022472,0.07947427034378052,182.34233087546812,209.26971168851435,0.028242170810699463,45.246586298377025,-11.874481086873828,0.02208581566810608,153.124556218789,318.6785561017478,0.06401327252388,146.76568352059923,188.63382441869538,0.08273065090179443,132.10463970817727,200.60824847846442
8,0.15081456303596497,0.0012137293815612793,155.61694854088637,341.57681316323345,0.0021401643753051758,147.2016619850187,342.6152611969413,0.0006743669509887695,159.84072155898872,227.8945507568664,0.005236506462097168,195.74927824594255,129.4584162375156,0.006458491086959839,214.6544309847066,123.17214565777152,0.023985445499420166,193.24327988451932,234.38519233770285,0.041179269552230835,24.916310666354548,-7.029594964302434,0.021087169647216797,49.95254467072408,-13.348999785424468,0.13537603616714478,52.024929775280896,-10.362295848451154,0.7339230179786682,149.900753940387,186.55568478854556,0.8505719900131226,140.3746732599875,182.54403675093633,0.4156210720539093,151.1020355415106,195.48333138264667,0.10337847471237183,181.12656542602997,207.26211376404493,0.033908069133758545,214.94681452871407,252.8618036048689,0.02439156174659729,155.82971968632955,318.1057125858302,0.08751177787780762,146.3657439918851,180.8322604556804,0.07719042897224426,143.66094627808985,195.4048893960674
9,0.15351858910392313,0.002123594284057617,154.0443781210986,341.31905430711606,0.0023406147956848145,164.56930789637948,226.0920431491885,0.0029168128967285156,163.02112105961294,227.76600050717852,0.0021137893199920654,214.69517595193508,126.21447311953807,0.005211681127548218,80.50927063826464,134.2241387718477,0.021532803773880005,175.05649188514354,214.15549898564294,0.03694579005241394,184.67771730649184,213.6548796426342,0.03660094738006592,60.86666081460672,-8.82434554463171,0.16975489258766174,61.58529377340824,-9.325623244382022,0.7432145476341248,147.0458752730961,186.23308998517476,0.8379355072975159,139.17546426342068,178.59611520755305,0.3685981035232544,145.54791861735328,188.56789121020597,0.13608530163764954,181.12124980493132,184.61911624141698,0.028009861707687378,161.470130110799,274.23562343945065,0.06168085336685181,156.27606117353304,322.166847105181,0.09075465798377991,150.35821434144816,192.97044465901996,0.06399625539779663,138.565752769975,197.74321404884518
